iter	Passed	Remaining
625	2776	1658
626	2781	1654
627	2785	1649
628	2788	1644
629	2792	1639
630	2796	1635
631	2800	1630
632	2804	1625
633	2808	1621
634	2813	1617
635	2816	1612
636	2821	1607
637	2825	1603
638	2832	1600
639	2836	1595
640	2839	1590
641	2860	1594
642	2867	1592
643	2877	1590
644	2884	1587
645	2892	1584
646	2899	1582
647	2905	1578
648	2914	1576
649	2920	1572
650	2927	1569
651	2932	1565
652	2939	1561
653	2956	1564
654	2964	1561
655	2973	1559
656	2982	1557
657	2994	1556
658	3002	1553
659	3010	1550
660	3017	1547
661	3025	1544
662	3030	1540
663	3036	1536
664	3042	1532
665	3048	1528
666	3054	1525
667	3061	1521
668	3068	1518
669	3075	1514
670	3081	1510
671	3089	1507
672	3095	1503
673	3100	1499
674	3106	1495
675	3109	1490
676	3129	1493
677	3137	1490
678	3145	1487
679	3154	1484
680	3161	1480
681	3171	1478
682	3177	1474
683	3190	1474
684	3199	1471
685	3205	1467
686	3210	1462
687	3215	1458
688	3221	1453
689	3226	1449
690	3233	1446
691	3237	1441
692	3242	1436
693	3249	1432
694	3255	1428
695	3260	1424
696	3267	1420
697	3272	1415
698	3276	1410
699	3282	1406
700	3285	1401
701	3289	1396
702	3297	1392
703	3301	1388
704	3305	1383
705	3312	1379
706	3318	1375
707	3323	1370
708	3332	1367
709	3339	1364
710	3348	1360
711	3355	1357
712	3364	1354
713	3371	1350
714	3385	1349
715	3395	1346
716	3402	1343
717	3406	1338
718	3413	1333
719	3420	1330
720	3433	1328
721	3437	1323
722	3442	1319
723	3454	1317
724	3460	1312
725	3465	1308
726	3470	1303
727	3475	1298
728	3480	1293
729	3484	1288
730	3488	1283
731	3495	1279
732	3499	1274
733	3502	1269
734	3510	1265
735	3515	1260
736	3518	1255
737	3526	1252
738	3530	1246
739	3534	1241
740	3540	1237
741	3546	1233
742	3549	1227
743	3553	1222
744	3559	1218
745	3569	1215
746	3577	1211
747	3581	1206
748	3585	1201
749	3593	1197
750	3598	1192
751	3603	1188
752	3610	1184
753	3615	1179
754	3620	1174
755	3625	1170
756	3629	1164
757	3632	1159
758	3638	1155
759	3643	1150
760	3646	1145
761	3650	1140
762	3656	1135
763	3660	1130
764	3663	1125
765	3669	1120
766	3673	1115
767	3677	1110
768	3680	1105
769	3686	1101
770	3691	1096
771	3694	1091
772	3698	1086
773	3704	1081
774	3708	1076
775	3711	1071
776	3716	1066
777	3721	1061
778	3724	1056
779	3727	1051
780	3731	1046
781	3736	1041
782	3740	1036
783	3743	1031
784	3747	1026
785	3753	1022
786	3757	1017
787	3760	1011
788	3769	1007
789	3773	1003
790	3777	998
791	3785	994
792	3789	989
793	3792	983
794	3805	981
795	3810	976
796	3817	972
797	3822	967
798	3827	962
799	3834	958
800	3839	953
801	3844	949
802	3852	945
803	3855	940
804	3860	935
805	3868	931
806	3876	927
807	3886	923
808	3890	918
809	3899	914
810	3903	909
811	3909	905
812	3916	900
813	3920	895
814	3924	890
815	3932	886
816	3936	881
817	3940	876
818	3946	872
819	3962	869
820	3967	864
821	3971	859
822	3979	855
823	3985	851
824	3991	846
825	3997	842
826	4003	837
827	4010	833
828	4014	828
829	4019	823
830	4026	818
831	4031	814
832	4036	809
833	4042	804
834	4046	799
835	4050	794
836	4055	789
837	4060	785
838	4065	780
839	4069	775
840	4112	777
841	4125	774
842	4138	770
843	4148	766
844	4162	763
845	4169	758
846	4175	754
847	4181	749
848	4188	744
849	4193	739
850	4198	735
851	4204	730
852	4210	725
853	4215	720
854	4221	715
855	4227	711
856	4231	706
857	4237	701
858	4243	696
859	4247	691
860	4252	686
861	4259	681
862	4262	676
863	4267	671
864	4272	666
865	4276	661
866	4280	656
867	4286	651
868	4291	646
869	4294	641
870	4300	636
871	4305	631
872	4308	626
873	4312	621
874	4317	616
875	4322	611
876	4325	606
877	4329	601
878	4333	596
879	4338	591
880	4341	586
881	4345	581
882	4349	576
883	4354	571
884	4357	566
885	4361	561
886	4365	556
887	4370	551
888	4373	546
889	4376	540
890	4381	535
891	4386	531
892	4389	525
893	4393	520
894	4398	515
895	4403	511
896	4406	506
897	4410	501
898	4415	496
899	4420	491
900	4424	486
901	4429	481
902	4432	476
