iter	Logloss
124	0.1574498773
125	0.1567946672
126	0.1562873125
127	0.1557477951
128	0.155019033
129	0.1543697596
130	0.1536025524
131	0.1528827429
132	0.1525188565
133	0.151787746
134	0.151249361
135	0.1507325292
136	0.1503230572
137	0.1498061419
138	0.1495546341
139	0.1492237091
140	0.148657012
141	0.1480229139
142	0.1474061012
143	0.1468887806
144	0.1465155482
145	0.1460762262
146	0.145750308
147	0.145371151
148	0.1447803497
149	0.144466877
150	0.1440960169
151	0.1435235262
152	0.1430729032
153	0.1426440001
154	0.1420960426
155	0.1415775776
156	0.1412220955
157	0.1407352209
158	0.1403179526
159	0.1399738908
160	0.1395633578
161	0.1390588045
162	0.1385523319
163	0.1380235195
164	0.1376850963
165	0.1374286175
166	0.1371688485
167	0.1368191838
168	0.1365295649
169	0.1362617254
170	0.1358632088
171	0.1355100632
172	0.1352042913
173	0.1349528074
174	0.134525156
175	0.1342921972
176	0.1340133548
177	0.1336505651
178	0.1331592202
179	0.1327974677
180	0.1323288918
181	0.1320577383
182	0.1318196535
183	0.131628406
184	0.131245923
185	0.1309047222
186	0.1304799318
187	0.1301441312
188	0.1297652602
189	0.1293258429
190	0.1289148092
191	0.1286786556
192	0.1283236265
193	0.1280293584
194	0.1277620077
195	0.1273488522
196	0.1270448446
197	0.1267665267
198	0.1263872743
199	0.1261386871
200	0.125579071
201	0.1254035354
202	0.125137639
203	0.124794662
204	0.1244787216
205	0.1240628481
206	0.1236895561
207	0.1233392477
208	0.1230423689
209	0.1228074312
210	0.1225357771
211	0.122264576
212	0.1218716383
213	0.121522212
214	0.1213654041
215	0.1210255742
216	0.1207175255
217	0.1203752875
218	0.1201268673
219	0.1198886752
220	0.119658196
221	0.1193687201
222	0.119081521
223	0.1187650204
224	0.1185627341
225	0.1181755781
226	0.1179658175
227	0.117673707
228	0.1174244285
229	0.1172134042
230	0.1169165969
231	0.1166700363
232	0.116509676
233	0.1162242174
234	0.1159134269
235	0.1157002807
236	0.1154985666
237	0.1153298378
238	0.1151391268
239	0.1147647977
240	0.1145060658
241	0.1141365767
242	0.1138821125
243	0.1137138844
244	0.113480401
245	0.1131565809
246	0.113013649
247	0.1128076196
248	0.1125431776
249	0.1122788906
250	0.1120666504
251	0.1119298697
252	0.1116287947
253	0.1113670349
254	0.1111512661
255	0.1108968616
256	0.1106048584
257	0.1102623701
258	0.1101401091
259	0.1098516583
260	0.109656167
261	0.1094275951
262	0.1091089129
263	0.109004283
264	0.1087164044
265	0.1084843159
266	0.1081972003
267	0.1080637932
268	0.1078062534
269	0.1076794028
270	0.1074857473
271	0.1073621869
272	0.1071349382
273	0.1069017887
274	0.1066122293
275	0.1063365936
276	0.1061640978
277	0.1059410572
278	0.10575068
279	0.1055224657
280	0.1053516865
281	0.1051306009
282	0.1049850941
283	0.1048122764
284	0.1046005249
285	0.1043912292
286	0.104194212
287	0.1040000796
288	0.1037423134
289	0.1035739541
290	0.1034413815
291	0.1032558203
292	0.1030245304
293	0.1028782248
294	0.1027951002
295	0.1025424957
296	0.1023802638
297	0.1022263765
298	0.10199821
299	0.1018623352
300	0.1015966773
301	0.1014381886
302	0.1012535334
303	0.1011125088
304	0.1008757472
305	0.1007346749
306	0.1005725145
307	0.1003884435
308	0.1002484441
309	0.1001186967
310	0.09997798204
311	0.09983848333
312	0.09958876371
313	0.09936760664
314	0.09919599891
315	0.09894900322
316	0.09876178503
317	0.09861978292
318	0.09844521284
319	0.09828796387
320	0.09809836149
321	0.09791500568
322	0.09775324464
323	0.09758039713
324	0.09743068218
325	0.0972194314
326	0.09705761671
327	0.0968978405
328	0.09671496153
329	0.09658869505
330	0.09648265243
331	0.09635401964
332	0.09616693258
333	0.09595474005
334	0.09580109715
335	0.09564782381
336	0.09546917677
337	0.09527457952
338	0.09515603781
339	0.09495652318
340	0.09481706619
341	0.09471131563
342	0.09453979135
343	0.09436538219
344	0.09418730736
345	0.09402186275
346	0.09391087294
347	0.09372116327
348	0.09351528883
349	0.09329627156
350	0.09314106107
351	0.09294471741
352	0.09275442362
353	0.09259487987
354	0.09239676595
355	0.09223568439
356	0.09205483198
357	0.09189975262
358	0.09174599648
359	0.09157931209
360	0.09149081111
361	0.09134729505
362	0.09118999243
363	0.09092211127
364	0.09076161385
365	0.09067237973
366	0.09055007696
367	0.09045496583
368	0.09035619497
369	0.0902071774
370	0.09005059004
371	0.08995765448
372	0.08976701498
373	0.08955641985
374	0.08940833807
375	0.08927240372
376	0.08916089535
377	0.08899251223
378	0.08879928589
379	0.08869155645
380	0.08853612542
381	0.08832357526
382	0.08822084665
383	0.08807228804
384	0.08789752722
385	0.08773003817
386	0.0876357913
387	0.08753210306
388	0.08733319044
389	0.0871309042
390	0.08696936369
391	0.08683648109
392	0.08668951392
393	0.08660416007
394	0.08648793697
395	0.08628402948
396	0.0860824883
397	0.08589060307
398	0.0857360065
399	0.08566262722
400	0.08551464081
401	0.08542714119
402	0.08535420895
403	0.08525941968
404	0.08514637947
405	0.08490282893
406	0.08480318189
407	0.08468754888
408	0.08454802036
409	0.08438010812
410	0.08423428535
411	0.08413892984
412	0.08402053714
413	0.08385027647
414	0.08373584151
415	0.08364837766
416	0.08349370956
417	0.08330408931
418	0.08323444724
419	0.08314725161
420	0.08309327364
421	0.0829398036
422	0.08284186125
423	0.08274567127
424	0.08257191181
425	0.08245803118
426	0.08233782053
427	0.08221156597
428	0.08209023476
429	0.08191124201
430	0.08181805611
431	0.08168565035
432	0.08160793185
433	0.08147829175
434	0.0814004004
435	0.08122359514
436	0.08116027117
437	0.08106534481
438	0.08092252016
439	0.0808832705
440	0.08078574538
441	0.08068706989
442	0.0805608511
443	0.08037768602
444	0.08022082448
445	0.08001712561
446	0.07992630005
447	0.07980152965
448	0.07972667217
449	0.07962802052
450	0.07952564359
451	0.07938162088
452	0.07921788692
453	0.0790830195
454	0.0789966464
455	0.07885143757
456	0.07877278328
457	0.07865667939
458	0.07849904895
459	0.07842234969
460	0.07833073139
461	0.07814648151
462	0.07804214954
463	0.07784403563
464	0.07769993544
465	0.07759245634
466	0.07742482424
467	0.07725471258
468	0.07714266777
469	0.07699868679
470	0.07689615488
471	0.07684375048
472	0.07673661709
473	0.07664759159
474	0.07659168243
475	0.0764673233
476	0.07634161711
477	0.07619432807
478	0.07603933811
479	0.07590589523
480	0.07580432892
481	0.07565894723
482	0.07559413314
483	0.07552110553
484	0.07540041804
485	0.0752076745
486	0.07505464554
487	0.07496196628
488	0.07486203909
489	0.07480938435
490	0.07467132807
491	0.07457165718
492	0.07450425625
493	0.07430718541
494	0.07424031496
495	0.07418575883
496	0.07408572435
497	0.07401847839
498	0.07391034365
499	0.07381830812
500	0.07375051975
501	0.07368757129
502	0.07352154255
503	0.07341966033
504	0.07333202362
505	0.07322152853
506	0.07306634188
507	0.07294514775
508	0.07280291319
509	0.07266383171
510	0.07253614664
511	0.07247286439
512	0.0723295629
513	0.07226779461
514	0.07210330963
515	0.07199688554
516	0.07190608382
517	0.07170995474
518	0.07158989906
519	0.07153045535
520	0.07143344283
521	0.07138521671
522	0.07128067613
523	0.07117952704
524	0.0711037755
525	0.07096105814
526	0.07090297937
527	0.07075382471
528	0.07070888281
529	0.07058779001
530	0.07049118876
531	0.07039203644
532	0.07034701109
533	0.07024773955
534	0.07016426325
535	0.07008451819
536	0.06993498802
537	0.06982145309
538	0.06972583532
539	0.06966688633
540	0.06960150599
541	0.06953738928
542	0.0693998456
543	0.06934455633
544	0.06927680373
545	0.06921318769
546	0.06914803982
547	0.06911267042
548	0.06903315783
549	0.06891302466
550	0.06885902882
551	0.0687936008
552	0.06867464781
553	0.06858190894
554	0.06845242977
555	0.06836692095
556	0.06825388074
557	0.0682067275
558	0.06807318926
559	0.06797475815
560	0.06787374616
561	0.06773561835
562	0.06764393449
563	0.06755521894
564	0.06742517352
565	0.06733708978
566	0.06724413633
567	0.0671874702
568	0.06710276604
569	0.06702558994
570	0.06697759628
571	0.06686581969
572	0.06670174003
573	0.06664407849
574	0.06653085947
575	0.06640800834
576	0.06637230515
577	0.0662663579
578	0.06621579528
579	0.06609686613
580	0.06602088213
581	0.0659283042
582	0.06584039927
583	0.06577464342
584	0.06567194462
585	0.06562711
586	0.06555918455
587	0.06551196575
588	0.06539888382
589	0.06533374786
590	0.06521520615
591	0.06513400078
592	0.06507614851
593	0.0649762094
594	0.06491975784
595	0.06480789781
596	0.06469929814
597	0.06461248398
598	0.06452474594
599	0.06441866755
600	0.06429023743
601	0.06422432661
602	0.06408275366
603	0.06397795081
604	0.06388927102
605	0.06378723383
606	0.06370508075
607	0.06357037425
608	0.06351136565
609	0.06345350146
610	0.06336733103
611	0.06328523159
612	0.06315624714
613	0.06305029392
614	0.06291879416
615	0.06284201741
616	0.06271877289
617	0.06265048981
618	0.06258474588
619	0.06251413822
620	0.0624671638
621	0.0623672843
622	0.06229315996
623	0.0621982336
624	0.06210876703
625	0.06207484603
626	0.06200561523
627	0.06196051836
628	0.06187759042
629	0.06184628606
630	0.06173099875
631	0.06169677973
632	0.06162520051
633	0.06158672571
634	0.06153648496
635	0.06146894693
636	0.06138380766
637	0.06128261089
638	0.06120004654
639	0.06112911701
640	0.06108666062
641	0.0610083282
642	0.06094204187
643	0.06089180708
644	0.06082394123
645	0.06074316502
646	0.06064894199
647	0.06059836745
648	0.06053202748
649	0.06047929525
650	0.06040326357
651	0.06029361486
652	0.06025478244
653	0.06017904282
654	0.06010221243
655	0.06002901793
656	0.05998854637
657	0.05991771221
658	0.05984261036
659	0.05980242491
660	0.05972967744
661	0.05966886282
662	0.05957630873
663	0.05952453613
664	0.05946559906
665	0.05941880941
666	0.05932617188
667	0.05928351879
668	0.05920907855
669	0.05914745927
670	0.05906274319
671	0.05900708437
672	0.05894801617
673	0.05887621045
674	0.0588318646
675	0.05879029632
676	0.05868723989
677	0.05861426592
678	0.05854241848
679	0.0584166348
680	0.05837244391
681	0.05827021599
682	0.05822694898
683	0.05815736055
684	0.05803382397
685	0.05793045759
686	0.05786429644
687	0.0577783227
688	0.05771286488
689	0.05764573216
690	0.05757471323
691	0.05749016404
692	0.05738579035
693	0.05733089447
694	0.05725728869
695	0.05721732378
696	0.05713398457
697	0.05708246231
698	0.05703114867
699	0.05695883632
700	0.05691092014
701	0.05687286258
702	0.05681166649
703	0.05672890544
704	0.0566891551
705	0.05660773516
706	0.05654271841
707	0.05648501515
708	0.05639602542
709	0.05635313392
710	0.05629929304
711	0.05624607801
712	0.05614053011
713	0.05602509975
714	0.05599529743
715	0.05596168041
716	0.05594134331
717	0.05590538979
718	0.05583447218
719	0.05579023957
720	0.05567140579
721	0.05560557246
722	0.05551147461
723	0.05544314384
724	0.05539244413
725	0.0553183198
726	0.05528446436
727	0.05524146557
728	0.05516198874
729	0.0550945282
730	0.05499384403
731	0.05495117903
732	0.05489047766
733	0.05481405258
734	0.05475226045
735	0.05471829176
736	0.05465685129
737	0.05459666848
738	0.0545571208
739	0.05448199511
740	0.0544495225
741	0.05435997844
742	0.05429939032
743	0.05424085259
744	0.05415457487
745	0.05405919552
746	0.05396723747
747	0.05392562151
748	0.05386545658
749	0.0537629962
750	0.05371937752
751	0.05366097689
752	0.05357470512
753	0.05350613594
754	0.05342410803
755	0.05338674784
756	0.05334191322
757	0.05330140591
758	0.05324697495
759	0.05316830277
760	0.05308965445
761	0.05298030376
762	0.05295333862
763	0.05290358663
764	0.05284615755
765	0.0527859509
766	0.0527382195
767	0.05269486904
768	0.05263669491
769	0.05259318948
770	0.05254817605
771	0.05246023536
772	0.05244206786
773	0.05240391493
774	0.05231457949
775	0.05225269794
776	0.05223271847
777	0.05217931271
778	0.0521232903
779	0.05204004049
780	0.05198361278
781	0.05193119049
782	0.0518512249
783	0.05180851817
784	0.05176439285
785	0.05173619986
786	0.05161550641
787	0.05156140924
788	0.0515237689
789	0.05144989491
790	0.05140604973
791	0.0513070941
792	0.05123405457
793	0.05118433237
794	0.05114207864
795	0.05106549263
796	0.05102823377
797	0.05097122192
798	0.05090754032
799	0.05078383088
800	0.05066498518
801	0.05063010454
802	0.05059438944
803	0.05055999756
804	0.05051795244
805	0.05042117834
806	0.05035784245
807	0.05029336214
808	0.05022474527
809	0.05017496943
810	0.05015082359
811	0.05011246204
812	0.05007268786
813	0.04997459948
814	0.04990693033
815	0.04986996651
816	0.04983702302
817	0.04978898764
818	0.04974916279
819	0.04967688322
820	0.04962616563
821	0.04952449203
822	0.04946307838
823	0.0493711859
824	0.04929994941
825	0.04926247001
826	0.0492298007
827	0.04914010763
828	0.04909570217
829	0.04903369248
830	0.04898401201
831	0.04895047545
832	0.04889859855
833	0.04883308113
834	0.04879969954
835	0.04874348938
836	0.0486585319
837	0.0486161679
838	0.04857619405
839	0.04854009151
840	0.0484675318
841	0.04840929508
842	0.04838530123
843	0.04831253886
844	0.04826959968
845	0.0482226342
846	0.04818620086
847	0.04811956882
848	0.04805595279
849	0.04800398052
850	0.04795859158
851	0.04789129198
852	0.04785674512
853	0.0478323698
854	0.04776937366
855	0.04770700336
856	0.0476716578
857	0.0476300627
858	0.04759688675
859	0.0475086689
860	0.04747917652
861	0.04739941657
862	0.04736674428
863	0.04730426669
864	0.04726068079
865	0.04722066522
866	0.0471573621
867	0.04712517262
868	0.04706120193
869	0.04700603485
870	0.04698801935
871	0.04689821005
872	0.04681144357
873	0.04678686261
874	0.04675346017
875	0.04672303498
876	0.04666338265
877	0.04663659334
878	0.04655042887
879	0.04648356438
880	0.04641290307
881	0.04633911848
882	0.04629874825
883	0.04626463056
884	0.04620633125
885	0.04612399638
886	0.04610518813
887	0.04603810906
888	0.04597903788
889	0.04594916105
890	0.04591864944
891	0.04585565925
892	0.04579826593
893	0.04573691487
894	0.04568321109
895	0.04564658999
896	0.04557264447
897	0.04553486109
898	0.04547192454
899	0.04543114305
900	0.04540078938
901	0.04531972408
902	0.0452604115
903	0.04523018599
904	0.04520499706
905	0.04516166151
906	0.04509285986
907	0.0450514555
908	0.04502308071
909	0.04499485791
910	0.04494423866
911	0.0448833704
912	0.04481446147
913	0.04478470683
914	0.04470659792
915	0.04467880726
916	0.04461840391
917	0.04458486736
918	0.04449509382
919	0.04443454742
920	0.04438938498
921	0.04432923198
922	0.04429309368
923	0.04425512552
924	0.04420511723
925	0.04416184127
926	0.04412689209
927	0.0440985024
928	0.04405047297
929	0.04400610924
930	0.04397984743
931	0.04393902123
932	0.04391635358
933	0.04388552904
934	0.04383893609
935	0.04379683137
936	0.04374039173
937	0.0437117964
938	0.04367258549
939	0.04361830056
940	0.043567577
941	0.043506971
942	0.04344924092
943	0.04339600801
944	0.04337813258
945	0.04334286153
946	0.04331549704
947	0.04326384366
948	0.04322941899
949	0.04320471883
950	0.04317215681
951	0.0431507796
952	0.04309976101
953	0.04307756722
954	0.04304456115
955	0.04299478531
956	0.04293211997
957	0.04285190105
958	0.04281915426
959	0.04279600084
960	0.04276368022
961	0.04270364344
962	0.04264386594
963	0.04262207747
964	0.04256860614
965	0.0425319016
966	0.04250752926
967	0.04243834019
968	0.04237769246
969	0.04235756397
970	0.04231923223
971	0.04230530858
972	0.04226930141
973	0.04224274755
974	0.04212960601
975	0.04210419655
976	0.04208907187
977	0.04202852249
978	0.04200925827
979	0.04195205867
980	0.04184922278
981	0.04182890654
982	0.04178007841
983	0.0416775912
984	0.04161911309
985	0.04159784317
986	0.04155708849
987	0.04153665304
988	0.04150167704
989	0.04141997099
990	0.04140120149
991	0.04133320153
992	0.04128693044
993	0.04123860002
994	0.04122578502
995	0.04119622111
996	0.04111817479
997	0.04107734561
998	0.04104982615
999	0.04098799229
